l13, 15264.9, 15325.2, 54.1211
l13, 15325.2, 15355.9, 56.6497
l13, 15355.9, 15363.9, 59.4376
l13, 15363.9, 15386.3, 62.5012
l13, 15386.3, 15400.2, 65.8857
l13, 15400.2, 15406, 69.6847
l13, 15406, 15410.7, 73.9338
l13, 15410.7, 15416, 62.9877
l13, 15416, 15428.9, 83.0493
l13, 15428.9, 15446.4, 267.451
l13, 15446.4, 15452, 178.312
l13, 15452, 15454.6, 89.156
l13, 15454.6, 15457.2, 205.897
l13, 15457.2, 15778.7, 91.5094
l13, 15778.7, 15890.7, 110.227
l13, 15890.7, 15907.6, 121.25
l13, 15907.6, 15933.3, 134.722
l13, 15933.3, 15983.2, 151.563
l13, 15983.2, 15990.4, 173.214
l13, 15990.4, 16000.7, 202.083
l13, 16000.7, 16003.9, 242.5
l13, 16003.9, 16004.8, 303.125
l13, 16004.8, 16007, 404.167
l13, 16007, 16008, 606.25
l13, 16008, 16009.4, 1212.5
l12, 1528.45, 1649.22, 101.042
l12, 1649.22, 2549.58, 110.227
l12, 2549.58, 2999.58, 121.25
l12, 2999.58, 3114.03, 134.722
l12, 3114.03, 3371.42, 151.563
l12, 3371.42, 3413.42, 173.214
l12, 3413.42, 3524.72, 202.083
l12, 3524.72, 3696.15, 242.5
l12, 3696.15, 3711.15, 303.125
l12, 3711.15, 3724.05, 404.167
l12, 3724.05, 3728.31, 606.25
l12, 3728.31, 3737.28, 1212.5
l12, 3737.28, 16009.4,1250
l10, 15410.7, 15416, 62.9877
l10, 15416, 15454.6,1250
l10, 15454.6, 15778.7, 91.5094
l10, 15778.7, 15890.7, 110.227
l10, 15890.7, 15907.6, 121.25
l10, 15907.6, 15933.3, 134.722
l10, 15933.3, 15983.2, 151.563
l10, 15983.2, 15990.4, 173.214
l10, 15990.4, 16000.7, 202.083
l10, 16000.7, 16003.9, 242.5
l10, 16003.9, 16004.8, 303.125
l10, 16004.8, 16007, 404.167
l10, 16007, 16008, 606.25
l10, 16008, 16009.4, 1212.5
l9, 12141.6, 12167.7, 23.5898
l9, 12167.7, 14601.6,1250
l9, 14601.6, 14627.4, 36.3034
l9, 14627.4, 14843.1, 37.4239
l9, 14843.1, 15043.8, 38.6158
l9, 15043.8, 15108.2,1250
l9, 15108.2, 15147.2, 44.2533
l9, 15147.2, 15208.2, 45.9297
l9, 15208.2, 15363.9,1250
l9, 15363.9, 15386.3, 62.5012
l9, 15386.3, 15400.2,1250
l9, 15400.2, 15406, 69.6847
l9, 15406, 15410.7, 73.9338
l9, 15410.7, 15416, 62.9877
l9, 15416, 15428.9,1250
l9, 15428.9, 15452, 89.1557
l9, 15452, 15454.6,1250
l9, 15454.6, 15778.7, 91.5094
l9, 15778.7, 15890.7, 110.227
l9, 15890.7, 15907.6, 121.25
l9, 15907.6, 15933.3, 134.722
l9, 15933.3, 15983.2, 151.563
l9, 15983.2, 15990.4, 173.214
l9, 15990.4, 16000.7, 202.083
l9, 16000.7, 16003.9, 242.5
l9, 16003.9, 16004.8, 303.125
l9, 16004.8, 16007, 404.167
l9, 16007, 16008, 606.25
l9, 16008, 16009.4, 1212.5
l8, 9705.85, 10083.5, 27.6835
